Date,SPY US Equity  (R1),QQQ US Equity  (R1),TLT US Equity  (R1),IEML LN Equity  (L3),EMBE LN Equity  (R1),EUNH GY Equity  (R3),EMLC US Equity  (L2),IS0M GY Equity  (L4),EWJ US Equity  (R4),ARKK US Equity  (R1),IMEU NA Equity  (L1),IAU US Equity  (R1),COPA LN Equity  (R2),USO US Equity  (R1)
2016-06-06,211.35,110.46,132.24,64.4,101.55,124.44,36.56,162,47.4,19.92,21.385,12,21.1525,96.32
2016-06-03,210.28,110.06,133.23,63.83,101.19,124.71,36.46,162.53,46.92,19.57,21.3,11.98,20.97,94.56
2016-06-02,210.91,110.58,131.36,62.77,100.51,124.36,35.62,162.19,46.72,19.7422,21.49,11.66,20.5275,94.88
2016-06-01,210.27,110.35,130.42,62.63,99.99,124.22,35.9,162.05,47.12,19.5196,21.44,11.69,20.5375,95.44
2016-05-31,209.84,110.34,130.16,62.7,100.12,124.14,35.74,162.16,47.16,19.49,21.64,11.72,20.835,94.96
2016-05-30,,,,,,124.04,,162.2,,,21.855,,,
2016-05-27,210.24,110.13,129.85,62.73,100.04,124.19,35.82,162.25,46.78,19.29,21.81,11.68,20.9375,95.84
2016-05-26,209.34,109.56,130.04,62.88,100.02,124.17,35.94,162.1,46.92,19.22,21.755,11.76,20.87,95.6
2016-05-25,209.28,109.24,129.37,62.68,99.97,124.11,35.76,162.13,46.96,19.09,21.705,11.81,20.79,96.24
2016-05-24,207.87,108.46,129.86,62.68,99.77,123.78,35.78,161.51,46.62,18.92,21.445,11.84,20.645,94.56
2016-05-23,205.21,106.33,130.44,62.58,99.605,123.6,35.74,161.02,46.28,18.376,20.945,12.05,20.425,93.28
2016-05-20,205.49,106.47,130.15,62.745,99.82,123.66,35.94,161.01,46.48,18.2,21.045,12.06,20.4375,94
2016-05-19,204.2,105.31,130.05,62.38,99.485,123.59,35.75,160.86,46.16,17.9685,20.775,12.09,20.45,94.32
2016-05-18,204.91,105.86,129.49,63.315,100.485,123.63,35.74,161.04,46.48,18.28,21.02,12.11,20.5575,93.6
2016-05-17,204.8508,105.48,131.36,64.105,100.895,123.9,36.42,161.3,46.44,18.1497,20.86,12.34,20.785,95.36
2016-05-16,206.78,106.82,131.14,64.18,100.865,,36.52,,46.76,18.28,20.815,12.3,20.755,94.08
2016-05-13,204.76,105.5,132.28,64.19,100.765,123.8,36.5,160.98,46.12,18.11,20.83,12.28,20.6725,90.96
2016-05-12,206.56,105.89,131.01,64.59,100.805,123.58,36.76,160.74,46.76,17.9493,20.695,12.23,20.51,91.6
2016-05-11,206.5,106.36,131.61,64.6,101.33,123.79,36.78,160.93,46.4,18.308,21.06,12.33,20.915,90.72
2016-05-10,208.45,107.33,130.87,64.26,100.975,123.72,36.74,160.73,47.28,18.442,21.135,12.22,20.7925,87.92
2016-05-09,205.8892,105.88,130.86,63.77,100.815,123.78,36.5,161.02,46.12,18.3,20.945,12.17,20.9125,85.44
2016-05-06,205.72,105.58,130.45,64.36,100.65,123.63,36.78,160.86,46.16,17.9397,20.855,12.44,21.485,87.68
2016-05-05,204.97,105.02,131.01,64.4,100.805,123.58,36.68,160.85,45.92,18.1603,20.895,12.34,21.3675,87.2
2016-05-04,205.01,105.05,130.14,64.675,100.64,123.41,36.64,161.05,45.68,18.21,20.8,12.36,21.755,86.32
2016-05-03,206.1592,105.73,129.43,65.48,100.94,123.49,37.18,161.27,46.08,18.72,21.04,12.42,21.98,85.92
2016-05-02,207.97,106.72,127.82,,,123.05,37.68,161.15,46.52,19,21.46,12.45,,88.4
2016-04-29,206.3308,105.72,129.38,66.5,101.36,122.92,37.9,160.96,45.68,18.88,21.4,12.48,22.575,90.4
2016-04-28,207.4475,106.28,129.05,66.05,101.415,123.11,37.7,161.16,46.08,19.595,21.89,12.23,22.1025,89.76
2016-04-27,209.35,107.58,128.52,65.35,100.56,122.75,37.46,160.73,48.28,19.47,21.835,12.02,21.975,89.12
2016-04-26,208.9192,108.45,127.25,65.54,100.44,122.77,37.32,160.52,48.32,19.5706,21.77,11.99,22.295,86.48
2016-04-25,208.61,108.98,127.83,65.15,100.68,122.89,37.02,160.45,48.52,19.62,21.71,11.93,22.52,84.4
2016-04-22,208.97,108.98,128.36,65.25,101.06,123.25,37.34,160.87,48.84,19.71,21.825,11.91,22.625,86.08
2016-04-21,208.97,110.65,128.69,65.78,101.49,123.29,37.5,161.01,48.48,19.7573,21.905,12.05,22.405,85.76
2016-04-20,210.1,110.64,129.46,66.11,101.39,123.85,37.88,161.57,48.48,19.5648,21.955,12,22.2025,86.08
2016-04-19,209.9,110.55,130.9,66.04,101.385,123.69,37.82,161.41,48.2,19.394,21.84,12.06,22.06,83.52
2016-04-18,209.2392,111.23,131.31,65.25,100.77,123.95,37.3,162.18,47.48,19.816,21.525,11.87,21.58,81.36
2016-04-15,207.78,110.64,131.88,65.18,100.995,124.07,37.3,162.23,47.12,19.7701,21.46,11.91,21.4325,82
2016-04-14,208.01,110.92,130.76,65.34,101.055,123.92,37.4,162.21,47.56,20.02,21.525,11.83,21.5625,83.84
2016-04-13,208.0008,110.91,131.39,65.29,101.225,124.17,37.36,162.48,47.36,19.8096,21.435,12,21.5675,84.08
2016-04-12,205.92,109.51,130.93,65.11,100.85,123.77,37.34,161.91,46.08,19.49,20.89,12.13,21.195,85.12
2016-04-11,204.0201,108.6,131.84,64.92,100.63,124.16,37.06,162.19,45.04,,20.775,12.12,20.835,82.24
2016-04-08,204.4992,109,132.01,64.25,100.21,124.38,36.6,162.4,45.32,19.39,20.71,11.96,20.835,80.24
2016-04-07,203.95,109.08,132.85,63.73,100.195,124.22,36.26,161.66,44.04,19.5,20.465,11.98,20.715,76.08
2016-04-06,206.42,110.67,131.23,64,100.19,124.37,36.56,162.72,44.28,19.483,20.585,11.81,21.35,76.8
2016-04-05,204.1892,108.88,132.19,63.875,99.95,124.5,36.36,162.78,43.56,19.4,20.41,11.88,21.2975,73.04
2016-04-04,206.25,109.94,130.76,64.605,100.375,124.5,36.86,163.1,44.52,19.5301,20.83,11.72,21.305,72.64
2016-04-01,206.92,110.36,130.68,64.61,100.15,124.42,36.96,163.19,44.52,,20.73,11.81,21.71,74.6335
2016-03-31,205.52,109.2,130.61,64.64,100.185,124.34,37.18,163.2,45.64,19.13,21.02,11.88,21.785,77.6
2016-03-30,206.02,109.36,129.69,64.21,99.9,124.29,36.9,163.27,46.4,18.9,21.23,11.83,21.8375,77.84
2016-03-29,205.1208,108.83,131.07,63.26,99.225,124.32,36.54,163.04,46.56,18.8348,20.985,11.98,21.9475,78.4
2016-03-28,203.24,107.11,129.71,,,,36.28,,46.08,,,11.78,,80.08
2016-03-24,203.12,107.26,129.54,62.57,99.335,123.86,36.06,162.46,45.4,18.27,20.855,11.75,22.18,80.48
2016-03-23,203.2092,107.23,129.49,63.2,99.845,123.76,36.2,162.54,45.68,,21.18,11.76,22.2925,80.88
2016-03-22,204.56,108.12,128.04,63.73,100.095,123.84,36.62,162.97,46.28,18.8699,21.225,12.05,22.7925,84.32
2016-03-21,204.67,107.79,128.07,63.7,100.105,123.67,36.62,162.97,46,18.685,21.23,12.01,22.8925,84.72
2016-03-18,204.38,107.37,129.06,63.69,100.175,123.76,36.54,162.73,45.8,18.5075,21.295,12.1,22.77,83.84
2016-03-17,204.63,107.52,128.79,63.64,99.725,123.59,36.56,162.55,45.96,18.0999,21.24,12.13,22.8,84.4
2016-03-16,203.34,107.58,128.26,61.35,98.185,122.95,35.9,161.88,45.8,17.99,21.195,12.16,22.2325,81.44
2016-03-15,202.17,106.63,127.88,61.49,98.23,122.83,35.44,161.61,45.72,17.84,21.18,11.91,22.22,77.6
2016-03-14,202.5,106.67,127.76,62.5,98.72,123.19,35.86,162.19,46.32,18.4,21.42,11.89,22.245,79.04
2016-03-11,202.76,106.49,127.36,62.87,98.72,123.13,36.08,162.01,46.12,17.93,21.29,12.06,22.425,81.52
2016-03-10,199.54,104.66,128.66,61.85,98.475,122.81,35.64,160.95,44.92,17.8134,20.7,12.27,22.03,80.32
2016-03-09,199.38,104.82,129.19,61.83,98.515,123,35.66,160.98,45.12,17.98,21.09,12.08,22.375,81.2
2016-03-08,198.4,104.15,129.98,61.21,98.505,123.22,35.28,161.07,45.16,18.2095,21.015,12.17,22.0875,77.2
2016-03-07,200.59,105.02,128.56,61.35,98.695,122.88,35.46,160.74,45.6,18.51,21.22,12.23,22.685,80.88
2016-03-04,200.43,105.67,128.6,61.47,98.71,122.8,35.4,160.71,46.08,18.5399,21.27,12.17,22.7,77.2
2016-03-03,199.775,105.63,129.43,60.66,98.29,123.28,35.04,161.23,45.6,18.1449,21.105,12.17,21.95,74
2016-03-02,199,105.83,128.96,60.08,98.07,122.94,34.76,160.95,45.28,17.7299,21.16,11.97,21.66,74.4
2016-03-01,198.11,105.79,128.43,59.96,98.165,123.47,34.68,161.53,44.64,17.4846,21.045,11.88,21.2125,73.2
2016-02-29,193.56,102.5,130.98,59.305,97.635,123.69,34.36,161.39,43.56,17.0995,20.74,11.99,21.1525,72
2016-02-26,195.0892,103.43,130.41,59.03,97.375,123.36,34.2,160.67,44.24,17.0195,20.575,11.81,21.2025,70.24
2016-02-25,195.54,103.56,131.68,59.57,97,123.32,34.44,160.37,44.28,16.5295,20.25,11.92,20.6925,70.4
2016-02-24,193.2,102.55,131.21,59.11,96.36,123.23,34.48,160.22,43.76,16.4399,19.845,11.86,20.815,68.72
2016-02-23,192.32,101.58,131.47,59.51,96.74,123.06,34.36,160.18,43.32,16.3,20.315,11.84,20.93,67.84
2016-02-22,194.78,103.28,130.94,59.76,96.73,123.05,34.56,160.28,44.04,16.47,20.615,11.65,21.185,71.28
2016-02-19,192,101.63,131.005,59.23,96.17,122.75,34.38,159.82,43.32,16.0999,20.28,11.86,20.7325,68.4
2016-02-18,192.09,101.33,130.9,59.405,96.395,122.73,34.36,159.87,43.52,16.07,20.4,11.95,20.7,69.28
2016-02-17,192.88,102.5,129.31,59.25,95.98,122.21,34.42,159.29,43.52,16.1301,20.405,11.64,20.5725,70.24
2016-02-16,189.78,100.23,130.11,58.89,95.335,122.14,33.98,159.04,43.16,15.5499,19.91,11.57,20.5075,66.48
2016-02-15,,,,58.93,95.11,122.41,,159.23,,,19.955,,20.57,
2016-02-12,186.63,98.02,131.5,58.81,94.925,122.18,34.12,158.83,41.64,14.95,19.4,11.94,20.275,66.64
2016-02-11,182.86,96.55,133.72,58.705,94.55,122.35,33.88,157.99,41.28,14.78,18.78,12.03,20.05,63.9385
2016-02-10,185.27,96.69,132.79,58.7,95.45,122.26,34.18,158.89,42.12,15.055,19.59,11.54,20.0875,63.68
2016-02-09,185.43,96.32,131.63,58.56,95.23,122.28,33.96,158.67,42.88,14.86,19.235,11.46,20.2675,65.44
2016-02-08,185.42,96.62,131.49,58.455,95.455,122.31,33.74,158.67,43.72,14.8,19.555,11.5,20.855,69.12
2016-02-05,187.95,98.12,128.72,59.06,95.92,122.37,34.04,159.86,43.8,15.5,20.27,11.33,20.965,71.28
2016-02-04,191.6,101.65,128.57,59.525,95.93,122.42,34.26,160.25,44.56,16.52,20.425,11.17,21.1525,72.96
2016-02-03,191.3,101.66,127.95,58.64,95.485,122.7,33.92,160.76,44.68,16.367,20.445,11.03,20.9225,74.72
2016-02-02,190.16,102.15,129.02,58.26,95.465,122.33,33.48,160.33,45.24,16.4595,20.82,10.91,20.505,68.56
2016-02-01,193.65,104.41,126.67,58.6,95.63,122.26,33.82,160.56,45.72,16.875,21.24,10.91,20.495,72.16
2016-01-29,193.7208,104.13,127.3,58.55,96.17,122.56,33.96,161.19,46,16.74,21.3,10.78,20.585,77.2
2016-01-28,189.11,102,126.23,57.94,95.94,121.92,33.54,160.44,44.92,16.4795,20.805,10.75,20.4075,77.6
2016-01-27,188.13,100.58,126.05,57.33,95.32,121.76,33.24,160.44,44.84,16.8773,21.16,10.86,20.655,73.44
2016-01-26,190.2,103.15,126.08,57.01,94.845,121.75,33.22,160.31,44.8,17.0501,21.07,10.83,20.455,71.76
2016-01-25,187.64,102.23,126.02,56.83,94.945,121.4,32.96,159.78,44.2,17.3195,20.875,10.71,19.84,68.32
2016-01-22,190.52,103.77,125.34,57.145,95.115,121.26,32.98,159.58,45.16,17.53,21.005,10.59,20.085,74.16
2016-01-21,186.69,100.85,125.82,56.47,93.94,121.47,32.78,159.78,43.2,17.2,20.4,10.65,19.815,68.48
2016-01-20,185.65,100.75,126.68,56.11,93.825,121.02,32.74,158.88,43.36,17.05,20.025,10.64,19.575,65.92
2016-01-19,188.06,101.06,125.36,56.77,94.4,120.98,32.94,159.8,45.08,17.5,20.695,10.5,19.785,67.92
2016-01-18,,,,56.58,93.62,120.91,,159.64,,,20.41,,19.645,
2016-01-15,187.81,100.84,125.752,56.78,93.93,120.95,33.02,159.77,44.7,17.32,20.485,10.51,19.435,70.32
2016-01-14,191.93,104.07,123.82,57.19,94.635,120.73,33.32,159.55,46,18.03,21.045,10.39,19.765,73.84
2016-01-13,188.83,101.9,124.99,59.05,95.73,121.43,33.26,159.64,45.44,17.87,21.395,10.57,19.645,72.72
2016-01-12,193.6608,105.54,123.77,58.55,95.915,121.2,33.2,159.2,45.84,18.435,21.3,10.52,19.585,73.36
2016-01-11,192.11,104.33,122.01,58.66,96.13,121.19,33.2,159.32,46.08,18.17,21.075,10.57,19.72,74
2016-01-08,191.923,104.01,123.36,58.885,96.46,121.54,33.26,159.8,45.76,18.83,21.155,10.66,20.165,78.4
2016-01-07,194.05,104.87,122.81,59.135,96.46,121.19,33.28,159.51,46.76,19.0499,21.485,10.72,20.47,79.2
2016-01-06,198.82,108.26,122.59,59.255,96.61,121.59,33.32,160.25,47.48,19.83,22.015,10.57,20.905,80.88
2016-01-05,201.36,109.31,120.96,59.715,96.715,121.4,33.72,160.05,48.32,20.17,22.3,10.4,20.895,85.28
2016-01-04,201.0192,109.5,121.45,59.54,96.51,121.25,33.7,159.54,47.72,20.01,22.15,10.38,20.705,87.84
2015-12-31,203.87,111.86,120.58,60.175,96.865,,34,,48.48,20.4601,22.71,10.23,21.28,88
2015-12-30,205.93,113.27,120.04,60.16,96.77,120.78,34.06,158.96,48.96,20.84,22.865,10.23,21.35,87.44
2015-12-29,207.4,114.3,120.16,60.85,96.81,120.72,34.22,158.97,49.24,20.78,22.985,10.3,21.435,90.08
2015-12-28,205.21,112.53,122.19,,,121.24,34.4,159.24,48.52,20.91,22.62,10.32,,87.44
2015-12-24,205.68,112.59,121.83,60.58,96.61,,34.32,,48.48,20.879,22.77,10.39,21.18,90.4
2015-12-23,206.02,112.61,121.39,60.55,96.555,120.76,34.36,158.77,49.08,21.2666,22.785,10.32,21.18,90.08
2015-12-22,203.5,111.78,122.31,60.37,96.5,121.03,34.18,158.93,48.56,20.96,22.195,10.35,21.125,86.16
2015-12-21,201.67,111.05,123.2,60.32,96.44,121.44,34.16,159.33,48.2,20.87,22.165,10.4,21.39,85.28
2015-12-18,200.0208,109.83,123.23,60.52,96.495,121.53,34.12,159.65,48.38,20.93,22.45,10.29,21.035,85.28
2015-12-17,204.86,112.32,122.55,60.005,96.76,121.13,33.94,158.96,49,20.9932,22.69,10.15,20.39,85.92
2015-12-16,208.03,113.98,121.18,59.6,96.49,120.6,34.12,158.32,49.48,20.78,22.41,10.37,20.68,87.92
2015-12-15,205.0308,112.31,121.44,59.93,96.48,120.77,34.04,158.34,48.28,20.5521,22.345,10.24,20.54,91.2
2015-12-14,202.9008,111.63,122.16,59.13,95.96,121.21,33.7,158.87,48.48,20.21,21.68,10.27,21.105,89.28
2015-12-11,201.88,110.79,123.76,59.3,96.725,121.67,33.5,159.61,48.04,20.92,22.12,10.39,21.195,88.56
2015-12-10,205.87,113.4,121.84,60.32,97.43,121.42,34.16,159.45,48.8,21.07,22.585,10.35,20.665,90.96
2015-12-09,205.34,112.89,121.68,61.15,97.98,121.3,34.6,160.69,48.36,20.7151,22.62,10.35,20.665,92.48
2015-12-08,206.949,114.63,121.81,61.22,97.735,121.52,34.6,160.95,48.92,20.99,22.75,10.37,20.72,93.44
2015-12-07,208.35,114.62,121.75,61.28,97.99,121.33,34.8,160.8,49.56,20.79,23.16,10.35,20.46,93.76
2015-12-04,209.62,115.14,120.58,62.105,97.96,120.58,35.16,159.93,49.68,21.0546,23.035,10.5,20.78,99.68
2015-12-03,205.61,112.51,119.53,62.035,98.245,120.7,35.14,160.03,49.4,20.85,23.11,10.26,20.4,102.16
2015-12-02,208.529,114.45,122.87,61.7,98.8,122.23,35.1,162.18,49.88,21.36,23.895,10.15,20.645,99.84
2015-12-01,210.68,115.16,122.83,61.92,98.915,122.1,35.18,161.92,50.28,21.3101,23.91,10.31,20.775,103.6
2015-11-30,208.69,114.02,121.45,61.75,98.885,122.08,35.12,161.76,49.52,21.2,23.995,10.28,20.655,103.44
2015-11-27,209.56,114.31,120.97,61.92,98.955,122.3,35.303,161.99,49.92,21.27,23.875,10.22,20.585,104.24
2015-11-26,,,,62.21,98.95,122.14,,161.84,,,23.945,,20.9,
2015-11-25,209.32,114.15,121.09,62.44,98.85,122.16,35.62,161.92,50.16,20.9,23.72,10.33,20.54,107.12
2015-11-24,209.35,114.05,120.81,62.71,98.97,121.81,35.72,161.17,50.48,20.63,23.395,10.39,20.76,106.56
2015-11-23,209.07,114.15,120.82,62.51,99.23,121.67,35.62,160.97,50.24,20.68,23.67,10.31,20.205,104.16
2015-11-20,209.3108,114.48,120.45,62.88,99.105,122,35.86,161.37,50.48,20.65,23.75,10.4,20.69,103.44
2015-11-19,208.55,113.71,120.82,62.58,98.815,121.83,35.64,161.13,50.24,20.51,23.695,10.45,20.89,103.68
2015-11-18,208.73,113.63,120.02,61.825,98.525,121.56,35.36,160.8,50.24,20.19,23.58,10.32,20.89,104.4
2015-11-17,205.47,111.49,119.77,61.83,98.34,121.35,35.2,160.47,50,19.9482,23.645,10.33,21.185,104.08
2015-11-16,205.62,111.42,119.57,61.73,98.015,121.27,35.24,160.38,49.88,19.92,23.065,10.46,21.3,107.12
2015-11-13,202.54,109.84,119.68,61.7,98.125,121.15,35.22,160.48,49.4,19.82,22.99,10.45,21.755,104.48
2015-11-12,204.84,112.04,119,61.99,98.355,120.82,35.26,159.98,49.64,20.04,23.17,10.47,21.795,106.8
2015-11-11,207.74,113.14,118.43,62.175,98.585,120.66,35.46,159.63,50.12,20.39,23.63,10.48,22.34,110.08
2015-11-10,208.56,113.28,118.68,61.615,98.38,120.47,35.28,159.15,49.92,20.4334,23.48,10.5,22.33,112.72
2015-11-09,208.08,113.57,118.33,61.58,98.44,120.01,35.08,158.42,49.4,20.685,23.455,10.53,22.49,112.64
2015-11-06,210.04,114.79,119,61.5,98.75,120.05,35.32,158.53,49.6,20.8475,23.75,10.5,22.495,113.84
2015-11-05,210.15,114.71,120.77,62.75,99.575,120.71,35.82,159.36,49.72,20.66,23.685,10.65,22.76,115.84
2015-11-04,210.36,115.02,121.09,63.07,99.75,120.92,35.9,159.85,49.36,20.836,23.79,10.68,23.29,118.8
2015-11-03,211,115.01,120.95,63.38,99.55,121.1,36.04,159.93,49.6,20.455,23.65,10.78,23.22,122.24
2015-11-02,210.39,114.61,121.95,62.95,99.165,121.2,35.84,159.96,49.64,20.46,23.58,10.95,23.165,118
2015-10-30,207.93,113.33,122.78,62.78,99.05,121.64,35.88,160.67,49.28,19.9,23.49,11.02,23.265,118.48
2015-10-29,208.83,113.84,121.86,62.245,99.02,121.62,35.74,160.72,49.52,19.72,23.49,11.06,23.425,117.04
2015-10-28,208.95,114.02,123.83,63.26,99.34,122.23,35.78,161.43,50.08,19.82,23.51,11.18,23.8,117.52
2015-10-27,206.6,113.08,124.33,62.655,99.33,122.09,35.8,161.01,49.6,19.61,23.26,11.27,23.795,110.56
2015-10-26,207,112.85,124.02,63.125,99.535,121.67,35.94,160.47,50,19.78,23.515,11.24,23.72,112.08
2015-10-23,207.51,112.78,123.2,62.87,99.435,121.65,36,160.5,50.04,19.81,23.625,11.25,23.67,114.16
2015-10-22,205.26,109.71,124.26,62.92,99.06,121.72,36.06,160.61,49.56,19.449,23.175,11.27,23.92,116.08
2015-10-21,201.85,107.52,124.05,62.7,98.87,120.9,35.84,159.06,48.96,19.66,22.685,11.27,23.665,115.44
2015-10-20,203.09,108.18,122.83,63.28,99.33,120.43,36.14,158.69,48.32,19.496,22.68,11.38,23.775,117.84
2015-10-19,203.37,108.74,123.59,63.48,99.52,120.86,36.24,159.28,48.6,19.81,22.76,11.29,23.8,118.64
2015-10-16,203.27,108.12,123.93,64.01,99.485,120.93,36.58,159.17,48.84,19.81,22.71,11.35,24.08,121.76
2015-10-15,202.35,107.67,123.89,63.89,98.945,120.8,36.68,158.87,48.6,19.525,22.57,11.43,24.23,121.04
2015-10-14,199.29,105.93,124.5,63.32,98.83,120.88,36.58,158.96,47.4,19.5,22.25,11.48,24.17,120.4
2015-10-13,200.25,106.1,123.42,63.035,98.74,120.6,36.04,158.72,47.96,19.6,22.44,11.28,24.12,120.48
2015-10-12,201.52,106.79,123.21,63.98,98.935,120.67,36.62,158.69,48.48,19.6699,22.65,11.23,24.285,122.48
2015-10-09,201.33,106.53,122.28,63.97,98.87,120.41,36.64,158.52,48.4,19.8247,22.685,11.18,24.2775,127.92
2015-10-08,201.21,106.05,121.96,63.09,98.33,120.55,36.36,158.5,48.28,19.39,22.61,11.01,23.54,128.32
2015-10-07,199.41,105.63,122.99,63.21,98.825,120.45,35.84,158.25,48.12,19.51,22.525,11.06,23.805,124.56
2015-10-06,197.79,105,123.4,62.115,98.315,120.38,35.56,158.47,47.36,19.23,22.495,11.08,23.815,125.92
2015-10-05,198.47,105.5,122.87,61.36,98,120.68,35.14,158.63,47.76,19.52,22.35,10.96,23.675,120
2015-10-02,195,104.01,124.56,60.65,97.335,121.02,34.84,158.83,46.6,19.08,21.685,11,23.13,118.16
2015-10-01,192.13,102.22,123.81,60.155,97.085,120.73,34.5,158.4,46.04,18.53,21.6,10.76,23.4,116.64
2015-09-30,191.63,101.76,123.54,59.75,96.785,120.35,34.66,158.03,45.72,18.79,21.645,10.78,23.55,117.44
2015-09-29,188.12,99.47,123.97,58.975,95.855,120.34,34.2,158.04,44.76,18.6899,21.12,10.9,22.685,116.88
2015-09-28,188.01,99.99,123.62,59.425,96.57,120.24,34.22,157.8,45.32,19,21.26,10.94,22.6,115.04
2015-09-25,192.85,102.92,121.54,59.91,97.285,119.87,34.64,157.49,46.44,19.4,21.7,11.08,22.99,117.76
2015-09-24,192.9,103.8,122.6,59.255,97.06,120.28,34.62,157.88,45.32,19.61,21.125,11.13,22.94,116.72
2015-09-23,193.6,104.18,121.77,59.995,97.985,120.24,34.64,157.88,45.64,19.8399,21.59,10.91,23.21,115.52
2015-09-22,193.91,104.1,121.78,60.44,98.15,120.21,34.85,157.73,45.64,19.88,21.56,10.88,23.145,119.36
2015-09-21,196.46,105.68,120.11,61.265,99.055,119.71,35.22,157.2,46.32,20.3,22.295,10.94,24.105,120.4
2015-09-18,195.45,105.35,122.1,61.88,99.37,119.93,35.36,157.56,46.04,20.4295,22.105,11.01,24,116.96
2015-09-17,199.73,107.13,120.25,61.24,98.53,118.96,35.54,156.28,47.56,20.75,22.5,10.94,24.72,121.84
2015-09-16,200.18,107.09,118.8,61.34,98.34,118.9,35.48,156.2,47.6,20.57,22.55,10.81,24.735,122.88
2015-09-15,198.46,106.49,119.25,60.73,98.175,119.16,35.14,156.43,47.2,20.33,22.22,10.67,24.405,116.56
2015-09-14,196.01,105.25,121.58,60.685,97.965,119.52,35.14,156.6,46.84,20.07,22.035,10.72,24.265,115.12
2015-09-11,196.74,105.57,121.39,60.505,97.965,119.56,35.14,156.75,46.96,20.11,22.13,10.71,24.565,117.2
2015-09-10,195.85,104.99,120.63,60.39,97.87,119.45,35.1,156.63,46.92,20.01,22.365,10.72,24.635,119.44
2015-09-09,194.79,103.86,121.45,60.6,98.09,119.43,34.86,156.72,46.96,20.09,22.685,10.7,24.535,116.08
2015-09-08,197.43,105.04,120.87,60.65,97.85,119.47,34.94,156.7,47.04,20.02,22.365,10.84,24.46,120.16
2015-09-07,,,,60.19,97.72,119.3,,156.14,,,22.13,,23.53,
2015-09-04,192.59,102.16,122.68,60.76,97.845,119.61,34.82,156.48,45.96,19.4199,22,10.83,23.45,120.64
2015-09-03,195.55,103.39,121.57,61.27,97.81,119.16,35,155.91,47.48,19.81,22.55,10.88,23.995,122.72
2015-09-02,195.41,103.9,120.98,61.4,97.55,118.68,35.48,155.3,47.12,19.585,22.045,10.95,23.34,120.72
2015-09-01,191.77,101.05,122.03,61.925,97.64,118.62,35.62,155.37,46.28,19.3699,21.985,11.02,23.24,118.48
2015-08-31,197.67,104.31,121.42,,,118.72,35.96,155.85,48.48,20.1,22.61,10.98,,127.12
2015-08-28,199.28,105.62,122.36,62.385,97.735,119.14,36.16,156.04,49.24,20.24,22.685,10.95,23.6425,119.04
2015-08-27,199.27,105.64,122,62.2,97.34,119.05,35.88,155.97,49,20.0445,22.545,10.85,23.465,111.6
2015-08-26,194.46,103.03,121.93,61.78,96.86,119.08,35.58,155.4,48.12,19.445,21.78,10.87,22.61,102.16
2015-08-25,187.27,98.09,124.33,62.185,97.025,118.94,35.68,155.49,46.28,19.38,22.185,11.02,23.0725,101.84
2015-08-24,189.5,98.46,126.36,61.98,96.325,119.93,35.5,156.36,46,18.9599,21.285,11.14,22.5475,99.92
