Date,SPY US Equity  (R1),QQQ US Equity  (R1),TLT US Equity  (R1),IEML LN Equity  (L3),EMBE LN Equity  (R1),EUNH GY Equity  (R3),EMLC US Equity  (L2),IS0M GY Equity  (L4),EWJ US Equity  (R4),ARKK US Equity  (R1),IMEU NA Equity  (L1),IAU US Equity  (R1),COPA LN Equity  (R2),USO US Equity  (R1)
2019-08-01,294.84,190.15,135.26,60.1,95.71,131.35,34.11,163.545,54.34,47.72,24.435,13.83,24.59,90.48
2019-07-31,297.43,191.1,132.89,60.72,95.655,131.38,34.6,163.855,54.35,48.46,24.325,13.52,24.665,96.32
2019-07-30,300.72,193.78,131.83,60.64,95.49,130.845,34.73,163.31,54.39,49.61,24.29,13.69,24.835,96.64
2019-07-29,301.46,194.62,131.51,60.67,95.605,130.81,34.76,163.51,54.74,49.13,24.63,13.64,25.09,94.56
2019-07-26,302.01,195.29,131.47,60.77,95.765,130.67,34.88,163.58,54.81,49.35,24.62,13.55,24.84,93.2
2019-07-25,300,193.3,131.16,61.02,95.865,130.665,34.92,164.02,54.67,48.26,24.525,13.53,25.12,92.8
2019-07-24,301.44,195.15,131.79,61.17,95.82,130.83,35.04,164.35,55.26,49.92,24.685,13.62,25.055,92.72
2019-07-23,300.03,193.79,131.22,61.09,95.68,130.335,35.01,163.265,55.19,48.9,24.665,13.56,24.995,94.48
2019-07-22,297.9,192.53,131.94,61.34,95.535,130.305,35.1,162.605,54.75,48.74,24.435,13.63,25.245,93.44
2019-07-19,297.17,191.01,131.69,61.26,95.265,130.27,35.07,163.275,54.67,48.29,24.385,13.65,25.43,93.36
2019-07-18,298.83,192.42,132,61.03,95.035,130.24,35.17,163.805,54.53,48.83,24.365,13.83,25.04,92.48
2019-07-17,297.74,192.2,131.99,60.83,95.295,130.065,34.79,163.36,54.67,48.6,24.425,13.64,24.99,94
2019-07-16,299.71,193.15,130.58,60.83,95.225,129.75,34.7,163.26,54.72,48.37,24.505,13.43,25.245,96.56
2019-07-15,300.75,194.15,130.97,60.93,95.155,129.57,34.94,162.88,55.13,48.67,24.43,13.54,25.045,98.4
2019-07-12,300.65,193.53,130.22,60.58,94.775,128.895,34.91,162,55.09,48.46,24.38,13.54,24.81,100.16
2019-07-11,299.31,192.42,130.07,60.8,95.02,129.38,34.75,162.41,55.07,48.61,24.37,13.46,24.8575,100.4
2019-07-10,298.61,192.56,131.83,62.08,95.445,130.175,34.76,162.14,54.97,48.58,24.405,13.57,24.8,100.24
2019-07-09,297.19,190.66,132.56,61.99,95.335,130.415,34.55,162.09,54.64,48.25,24.45,13.36,24.2,96.32
2019-07-08,296.82,189.71,132.61,62.17,95.63,130.545,34.66,161.64,55.13,47.35,24.56,13.32,24.64,95.44
2019-07-05,298.46,191.05,132.43,62.02,95.73,130.615,34.61,161.8,55.45,47.8,24.605,13.4,24.605,95.6
2019-07-04,,,,62.65,96.32,131.255,,162.695,,,24.76,,24.76,
2019-07-03,298.8,191.44,134.21,62.32,96.18,131.245,34.74,163.595,55.69,48.06,24.755,13.56,24.72,94.16
2019-07-02,296.43,190.01,133.26,62.08,95.875,130.415,34.64,161.095,55.53,47.44,24.545,13.53,24.6325,93.6
2019-07-01,295.66,189.26,132.24,62.17,95.83,130.1,34.61,160.065,55.36,47.92,24.46,13.25,24.89,98.24
2019-06-28,293,186.74,132.81,61.83,95.345,129.605,34.7,158.675,54.58,47.98,24.265,13.5,25.075,96.32
2019-06-27,291.5,186.5,132.9,61.58,95.065,129.395,34.64,158.295,54.36,45.82,24.1,13.48,25.06,98.32
2019-06-26,290.47,185.79,131.97,61.68,94.89,129.415,34.48,158.105,54.14,44.69,24.1,13.48,25.115,98.32
2019-06-25,290.76,184.93,132.82,61.71,95.075,129.525,34.47,157.77,54.22,44.46,24.165,13.62,25.345,96
2019-06-24,293.64,188.16,132.41,61.53,95.19,129.175,34.52,157.82,54.46,44.79,24.205,13.59,25.035,96.08
2019-06-21,294,188.57,131.43,61.55,95.375,129.015,34.43,157.85,54.46,45.44,24.275,13.39,25.06,95.76
2019-06-20,295.86,188.85,132.89,61.7,95.8,129.485,34.55,158.125,55,45.33,24.335,13.29,25.02,94.8
2019-06-19,293.06,187.11,132.54,60.5,94.605,129.075,34.28,158.205,54.47,45.27,24.24,12.97,24.805,90.64
2019-06-18,292.4,186.41,132.35,60.51,94.56,129.36,33.86,158.125,53.99,45.11,24.24,12.88,25.01,90
2019-06-17,289.37,183.74,131.69,60.03,93.705,128.25,33.59,156.39,53.67,44.41,23.835,12.82,24.47,86.48
2019-06-14,289.26,182.64,131.46,60.13,93.695,128.35,33.6,156.065,54,43.07,23.865,12.83,24.3575,87.52
2019-06-13,289.58,183.42,131.13,60.22,93.55,127.9,33.71,155.6,54.14,43.68,23.95,12.83,24.5425,87.04
2019-06-12,288.39,182.34,130.68,60.25,94.115,127.83,33.64,156.265,54.2,43.15,23.895,12.76,24.555,85.12
2019-06-11,288.9,183.4,130.58,60.18,94.25,127.935,33.66,157.38,54.81,43.3,23.99,12.69,24.68,88.88
2019-06-10,288.97,183.15,130.5,59.94,94.32,,33.49,,54.63,43.62,23.88,12.72,24.565,88.88
2019-06-07,287.65,181.04,131.74,59.54,94.09,128.32,33.35,157.195,54.38,43.21,23.75,12.83,24.21,89.84
2019-06-06,284.8,177.61,130.61,59.25,93.685,127.71,33.14,156.075,53.73,42.13,23.54,12.76,24.31,88.48
2019-06-05,282.96,176.21,130.19,59.19,93.5,127.36,33.03,155.89,53.67,42.11,23.535,12.73,24.365,86.16
2019-06-04,280.53,174.91,130.93,59.13,93,127.2,33.1,155.625,53.64,41.8,23.47,12.7,24.5875,89.28
2019-06-03,274.57,170.12,132.44,58.81,92.45,126.825,32.94,155.115,53.03,40.14,23.325,12.68,24.47,87.92
2019-05-31,275.27,173.95,131.83,58.49,92.52,126.745,33,154.445,52.72,40.73,23.235,12.51,24.45,88.8
2019-05-30,279.03,176.77,130.2,58.46,92.715,126.44,32.83,154.485,53.29,41.81,23.47,12.33,24.48,94.08
2019-05-29,278.27,176.03,129.09,58.02,92.415,126.515,32.79,154.58,53.05,41.52,23.325,12.25,24.6,97.92
2019-05-28,280.15,177.49,128.79,58.25,92.525,126.125,32.7,154.07,53.3,41.89,23.61,12.24,24.925,97.84
2019-05-27,,,,,,126.18,,154.335,,,23.72,,,
2019-05-24,282.78,178.16,127.78,58.27,92.425,126.04,32.81,155.245,53.75,42.14,23.655,12.29,24.96,97.84
2019-05-23,282.14,178.25,127.67,58.05,92.345,125.96,32.66,154.435,52.93,42.04,23.495,12.28,24.7075,96.72
2019-05-22,285.63,181.02,126.25,58,92.645,125.735,32.66,154.46,53.33,43.23,23.81,12.19,24.685,101.92
2019-05-21,286.51,181.83,125.53,58.05,92.655,125.595,32.68,154.37,53.77,43.9,23.885,12.19,25.135,105.04
2019-05-20,283.95,179.95,125.73,57.93,92.235,125.635,32.56,153.91,53.4,42.93,23.72,12.22,25.185,105.2
2019-05-17,285.84,183.04,125.99,57.94,92.28,125.795,32.53,154.3,53.69,43.96,23.935,12.22,25.29,104.64
2019-05-16,287.7,184.93,125.71,58.46,92.37,125.805,32.79,154,53.89,45.28,24.02,12.32,25.515,105.12
2019-05-15,285.06,183.09,126.13,58.45,92.59,125.515,32.97,153.46,53.67,45.07,24.01,12.4,25.33,103.76
2019-05-14,283.4,180.54,125.36,58.38,92.37,125.37,32.87,153.565,53.59,44.53,23.875,12.42,25.12,102.96
2019-05-13,280.86,178.58,125.73,57.97,92.165,125.445,32.74,153.905,52.85,43.69,23.615,12.44,25.03,101.44
2019-05-10,288.1,185,124.75,58.35,92.52,125.36,32.97,154.035,54.07,46.24,23.88,12.32,25.45,102.72
2019-05-09,286.66,184.77,124.92,57.86,92.3,125.285,32.69,154.06,53.7,46.03,23.835,12.3,25.34,102.48
2019-05-08,287.53,185.77,124.41,58.18,92.815,125.5,32.83,154.67,54.05,46.43,24.215,12.26,25.73,103.12
2019-05-07,287.93,186.24,124.95,57.91,92.86,125.6,32.7,154.83,54.38,47.3,24.12,12.29,25.805,101.84
2019-05-06,292.82,189.94,124,,,125.435,32.93,155.075,55.39,48.82,24.43,12.25,,104.56
2019-05-03,294.03,191.11,123.66,58.58,93.08,125.375,33.07,155.29,55.96,48.39,24.685,12.23,26.02,102.96
2019-05-02,291.18,188.11,123.31,58.15,92.74,125.34,32.79,155.3,55.25,47.01,24.57,12.17,25.65,102.56
2019-05-01,291.81,188.93,123.9,58.835,93.235,,33.01,,55.23,46.78,,12.21,25.965,105.76
2019-04-30,294.02,189.54,123.65,58.56,92.945,125.375,33.12,155.18,55.42,47.22,24.73,12.29,26.71,106.32
2019-04-29,293.87,191.02,123.02,58.63,92.835,125.325,33.05,154.92,55.62,47.79,24.665,12.25,26.68,105.84
2019-04-26,293.41,190.65,123.81,58.77,92.905,125.365,33.03,154.805,55.4,47.69,24.625,12.3,26.69,104.72
2019-04-25,292.05,190.48,123.39,58.36,92.41,124.875,33.12,153.85,54.9,47.58,24.59,12.23,26.54,108.24
2019-04-24,292.23,189.71,123.57,58.83,92.9,125.16,33.14,154.37,54.78,48.01,24.645,12.22,26.835,109.44
2019-04-23,292.88,190.31,122.57,59.24,93.025,124.79,33.7,154,55.46,48.43,24.625,12.18,26.715,110.32
2019-04-22,290.27,187.92,122.31,,,,33.82,,55.15,47.25,,12.21,,109.36
2019-04-18,290.02,187.39,122.9,59.69,92.885,125.045,33.86,154.71,55.35,47.09,24.585,12.22,27.09,106.56
2019-04-17,289.45,187.15,122.26,59.79,92.94,124.69,33.89,154.605,55.27,47.05,24.49,12.21,27.5,106.24
2019-04-16,290.16,186.5,122.21,59.51,92.765,124.805,33.77,154.855,55.27,48.28,24.505,12.23,27.165,106.96
2019-04-15,289.97,185.86,122.98,59.7,92.765,124.89,33.91,155.035,55.05,47.95,24.41,12.33,27.01,105.92
2019-04-12,290.16,185.83,122.67,59.84,92.865,125.135,33.85,155.355,55.06,48.46,24.365,12.35,27.155,106.4
2019-04-11,288.21,185.03,123.55,59.65,92.89,125.495,33.75,155.475,54.78,48.35,24.33,12.37,26.85,106.16
2019-04-10,288.29,185.47,124.28,59.91,93.38,125.535,34,155.1,54.95,48.98,24.29,12.52,26.99,107.28
2019-04-09,287.31,184.48,123.98,59.58,93.545,125.28,33.83,154.885,54.94,48.3,24.245,12.48,27.105,106.64
2019-04-08,288.79,185.13,123.59,59.51,93.475,125.155,33.73,154.42,55.24,48.81,24.34,12.43,27.015,107.2
2019-04-05,288.57,184.66,124.03,59.53,93.76,125.01,33.72,154.48,55.37,48.91,24.4,12.37,26.77,105.2
2019-04-04,287.18,183.71,123.87,59.38,93.56,125.01,33.67,154.125,55.33,48.13,24.34,12.38,26.94,103.36
2019-04-03,286.42,183.78,123.52,59.29,93.62,124.705,33.66,153.95,55.36,48.78,24.385,12.35,27.175,103.92
2019-04-02,285.97,182.73,124.6,59.13,93.42,125.14,33.51,154.095,55.03,47.81,24.16,12.37,26.85,104.08
2019-04-01,285.83,182.04,124.37,59.24,93.56,124.915,33.57,154.27,55.41,47.43,24.06,12.32,27.17,102.56
2019-03-29,282.48,179.66,126.44,58.69,93.37,125.435,33.36,154.41,54.72,46.73,23.795,12.38,27.125,100
2019-03-28,280.71,178.31,126.56,58.44,93.05,125.485,33.42,154.37,54.75,46.14,23.61,12.36,26.56,98.8
2019-03-27,279.65,177.9,126.12,58.77,92.93,125.71,33.42,154.735,54.72,45.65,23.655,12.54,26.43,98.72
2019-03-26,281.12,179.05,124.97,59.34,93.28,125.27,33.87,154.545,54.91,46.15,23.635,12.61,26.34,99.76
2019-03-25,279.04,178.22,125.06,59.5,93.06,125.215,33.93,154.1,54.31,45.95,23.45,12.67,26.35,98
2019-03-22,279.25,178.56,124.86,59.12,92.91,125.2,33.62,154.69,54.28,46.05,23.575,12.57,26.25,97.84
2019-03-21,284.73,182.57,122.95,59.96,93.545,124.88,34.28,154.455,54.87,48.07,23.83,12.54,26.76,99.52
2019-03-20,281.55,179.76,122.68,59.73,92.54,124.315,34.41,153.9,54.51,47.1,23.865,12.59,26.96,100
2019-03-19,282.4,179.05,121.41,59.69,92.8,124.355,34.04,154.19,54.48,46.98,24.085,12.51,27.03,98.24
2019-03-18,282.33,178.45,121.68,59.58,92.685,124.48,33.96,154.775,54.46,46.85,23.935,12.48,26.86,98.48
2019-03-15,281.31,178.35,121.75,59.33,92.59,124.3,33.79,154.13,54.31,46.99,23.865,12.46,26.87,97.6
2019-03-14,281.16,176.71,120.95,59.04,92.26,124.275,33.65,154.11,53.69,46.64,23.68,12.41,26.77,97.76
2019-03-13,281.34,177.01,121.83,59.08,92.53,124.205,33.77,153.485,54.27,46.94,23.485,12.56,27.08,97.52
2019-03-12,279.49,175.69,122.06,59.21,92.635,124.275,33.7,153.66,54.06,46.55,23.335,12.47,27.08,95.12
2019-03-11,278.44,174.73,121.21,58.87,92.56,124.295,33.58,153.45,53.93,46.42,23.365,12.39,26.76,94.88
2019-03-08,274.46,171.17,121.57,58.65,91.85,124.4,33.49,154.06,53.35,44.86,23.17,12.45,26.73,93.84
2019-03-07,275.01,171.43,121.06,58.7,92.03,124.45,33.34,154.495,53.44,44.57,23.395,12.31,26.87,94.48
2019-03-06,277.33,173.56,120.28,59.13,92.37,123.755,33.77,153.36,54.08,45.36,23.445,12.32,27.04,94
2019-03-05,279.02,174.55,119.84,59.22,92.02,123.335,33.87,152.565,54.4,46.36,23.49,12.34,27.12,94.56
2019-03-04,279.4,174.42,119.59,59.11,92.09,123.295,33.79,152.31,54.35,46.23,23.45,12.33,26.87,94.4
2019-03-01,280.42,174.39,118.66,59.26,92.33,123.115,33.89,152.2,54.52,46.8,23.345,12.36,27.135,93.28
2019-02-28,278.68,173.19,120.02,59.53,92.79,123.125,34.13,151.94,54.36,46.56,23.245,12.58,27.3,95.6
2019-02-27,279.2,173.59,120.43,59.73,92.68,123.275,34.35,151.685,54.89,46.72,23.25,12.65,27.265,95.12
2019-02-26,279.32,173.7,121.81,59.8,92.61,123.595,34.36,152.505,55.18,46.04,23.33,12.73,27.3,93.04
2019-02-25,279.52,173.52,121.21,59.83,92.77,123.52,34.3,152.03,54.99,46.39,23.245,12.72,27.21,92.56
2019-02-22,279.14,172.89,121.57,59.61,92.44,123.345,34.22,151.265,54.68,45.77,23.175,12.73,27.145,95.6
2019-02-21,277.42,171.62,120.85,59.29,91.945,123.275,34.1,151.495,54.56,44.7,23.11,12.67,26.785,95.04
2019-02-20,278.41,172.25,121.94,59.66,92.105,123.35,34.15,151.285,54.64,45.59,23.155,12.83,26.89,95.44
2019-02-19,277.85,172.28,122.29,59.31,92.27,123.4,34.13,151.91,54.58,45.22,23.035,12.84,26.495,94.24
2019-02-18,,,,59.22,92.065,123.34,,152.19,,,23.06,,26.225,
2019-02-15,277.37,171.94,121.98,59.13,92.095,123.37,34.1,151.815,54.49,45.19,23.015,12.66,25.81,93.68
2019-02-14,274.38,171.22,121.79,58.75,91.925,123.255,33.95,151.725,53.8,44.66,22.68,12.58,25.62,91.84
2019-02-13,274.99,171.01,121.1,59.05,92.41,123.26,33.88,151.83,53.84,44.54,22.835,12.51,25.575,90.72
2019-02-12,274.1,170.89,121.555,59.4,92.195,123,34.19,151.22,53.71,44.25,22.7,12.56,25.565,89.28
2019-02-11,270.62,168.4,121.87,59.24,91.975,123.085,33.97,150.74,52.78,43.42,22.59,12.53,25.775,88.08
2019-02-08,270.47,168.56,122.35,59.57,92.205,123.045,34.23,149.99,52.73,42.99,22.415,12.59,26.015,88.64
2019-02-07,270.14,168.23,121.83,59.91,92.49,123.02,34.29,150.25,53.2,42.49,22.53,12.55,26.235,88.56
2019-02-06,272.74,170.52,121.03,60.16,92.755,123.035,34.42,151.31,53.95,43.96,22.87,12.51,26.24,90.56
2019-02-05,273.1,171.03,120.97,60.39,93.285,123.15,34.66,151.81,54.4,43.92,22.845,12.59,26.05,90.32
2019-02-04,271.96,169.53,120.42,60.31,92.55,123.185,34.55,152.435,54.18,43.8,22.505,12.56,25.76,92
2019-02-01,270.06,167.45,120.96,60.55,92.51,123.3,34.56,152.44,54.06,43.11,22.48,12.62,25.62,93.04
2019-01-31,269.93,168.16,121.97,60.55,92.785,123.645,34.77,153.75,54.28,43.05,22.41,12.64,25.72,90.8
2019-01-30,267.58,165.68,120.93,59.35,91.41,123.385,34.54,153.62,54.18,42.27,22.4,12.63,25.485,91.2
2019-01-29,263.41,161.57,121.02,59.27,91.375,123.295,34.12,153.37,53.58,41.25,22.285,12.57,25.035,89.28
2019-01-28,263.76,163.11,120.41,59.15,91.375,123.235,34.03,153.175,53.53,41.68,22.11,12.48,24.87,87.6
2019-01-25,265.78,165.15,120.53,59.34,92.025,123.32,34.08,153.26,53.92,42.57,22.32,12.45,25.09,90
2019-01-24,263.55,163.2,121.11,59.05,91.93,123.335,33.84,153.08,53.34,41.58,22.205,12.26,24.4475,89.36
2019-01-23,263.41,162.15,120.32,58.68,91.48,122.86,33.9,152.35,53.03,40.7,22.13,12.29,24.5525,88.4
2019-01-22,262.86,161.94,120.37,58.6,91.11,122.765,33.74,152.325,53.18,41.11,22.165,12.3,24.555,88.96
2019-01-21,,,,58.57,91.355,122.565,,152.26,,,22.255,,24.8,
2019-01-18,266.46,165.25,119.56,58.76,91.09,122.71,33.78,152.475,54.15,42.8,22.305,12.27,25.03,90.48
2019-01-17,262.96,163.63,120.19,58.75,90.605,122.955,33.85,152.09,53.44,42.64,21.92,12.38,24.755,88.24
2019-01-16,260.98,162.35,120.16,60.52,91.015,123.125,33.84,152.085,53.55,42.31,21.885,12.39,24.645,88.48
2019-01-15,260.35,162.38,120.04,60.35,90.715,122.995,33.88,151.08,53.29,42.28,21.79,12.35,24.38,88
2019-01-14,257.4,159.27,120.48,60.52,90.33,122.955,33.84,151.225,52.65,41.03,21.72,12.37,24.275,85.52
2019-01-11,258.98,160.69,120.93,60.37,90.22,122.77,33.78,151.065,52.84,41.78,21.835,12.34,24.41,87.2
2019-01-10,258.88,161.28,120.46,60.49,90.44,122.57,33.9,150.665,53.46,41.69,21.825,12.32,24.41,88.8
2019-01-09,257.97,160.82,121.24,60.33,90.68,122.385,33.85,150.68,53.14,41.48,21.755,12.39,24.525,88.4
2019-01-08,256.77,159.52,121.43,59.96,90.175,122.145,33.62,150.135,52.85,40.22,21.645,12.32,24.32,84
2019-01-07,254.38,158.09,121.75,60.16,90.455,122.37,33.79,150.645,52.6,40.1,21.47,12.35,24.465,82.32
2019-01-04,252.39,156.23,122.11,59.8,89.98,122.285,33.56,150.955,52.47,38.43,21.49,12.32,24.315,81.44
2019-01-03,244.21,149.82,123.54,59.16,89.26,122.79,33.17,150.935,50.75,36.19,20.95,12.41,23.555,79.6
2019-01-02,250.18,154.88,122.15,58.96,89.08,123.085,33.05,152.39,51.04,37.42,21.115,12.3,24.085,78.8
2018-12-31,249.92,154.26,121.51,58.785,88.985,,33,,50.69,37.19,21.25,12.29,24.71,77.28
2018-12-28,247.75,152.97,121.05,58.61,89.045,122.765,32.92,152.115,50.78,36.77,21.08,12.27,24.75,76.24
2018-12-27,248.07,153.05,120.04,58.36,88.64,122.805,32.8,151.95,50.72,36.4,20.685,12.21,24.645,76.96
2018-12-26,246.18,152.46,120.02,,,,32.78,,50.05,37.52,,12.14,,79.2
2018-12-24,234.34,143.5,121.32,58.32,88.72,,32.76,,49.12,35.34,20.845,12.15,24.55,74.32
2018-12-21,240.7,147.57,120.72,58.26,88.57,122.69,32.74,151.445,49.66,35.85,21.115,12.03,24.73,76.56
2018-12-20,247.17,152.29,120.74,58.5,89,122.89,32.85,152.09,51.24,37.82,21.08,12.09,24.755,77.76
2018-12-19,251.26,154.53,121.18,58.43,89.185,122.655,32.69,151.675,51.51,39.28,21.4,11.91,24.8225,80.16
2018-12-18,255.08,158.42,119.6,58.13,89.19,122.41,32.76,150.34,52.28,39.89,21.29,11.96,24.645,78.32
2018-12-17,255.36,157.43,119.17,58.04,89.115,122.25,32.63,150.23,52.54,39.92,21.49,11.94,25.34,83.6
2018-12-14,260.47,161.08,118.48,57.75,89.105,122.395,32.5,150.255,52.96,41.77,21.76,11.87,25.395,86.56
2018-12-13,265.37,165.1,118.07,58.02,89.025,122.135,32.68,150.06,53.57,42.64,21.875,11.92,25.595,89.68
2018-12-12,265.46,165.05,118.35,58.09,89.3,122.085,32.75,150.81,53.73,43.31,21.905,11.94,25.505,86.56
2018-12-11,264.13,163.61,118.88,57.69,88.99,122.19,32.53,149.915,53.09,42.46,21.54,11.91,25.52,87.6
2018-12-10,264.07,163.07,118.9,57.69,88.77,122.105,32.56,149.92,53.13,42.54,21.22,11.92,25.115,86
2018-12-07,263.57,161.38,118.41,58.28,88.995,122.095,32.67,149.485,53.54,42.1,21.64,11.96,25.35,88.88
2018-12-06,269.84,166.89,118.19,57.72,88.385,121.94,32.7,149.065,53.94,43.54,21.495,11.86,24.995,87.52
2018-12-05,,,,58.18,88.685,122.185,,150.105,,,22.19,,25.53,
2018-12-04,270.25,165.72,117.82,58.54,88.815,122,32.72,149.435,54.02,43.27,22.46,11.87,25.595,89.44
2018-12-03,279.3,172.33,115.88,58.79,88.915,121.745,32.91,149.485,56.09,45.53,22.635,11.79,26.11,90.16
2018-11-30,275.65,169.37,115.33,58.33,88.295,121.615,32.95,148.485,55.34,44.45,22.42,11.71,25.625,85.84
2018-11-29,273.98,168.15,114.9,58.51,88.195,121.48,33.02,148.605,55.29,44.05,22.44,11.73,25.71,86.96
2018-11-28,274.58,168.7,114.45,57.53,87.45,121.175,32.86,148.06,55.48,44.18,22.38,11.7,25.62,85.28
2018-11-27,268.4,163.44,115.01,57.71,87.195,121.19,32.6,147.845,54.76,42.53,22.375,11.64,25.295,87.6
2018-11-26,267.5,162.89,114.88,57.82,87.67,121.175,32.59,147.99,54.81,42.95,22.45,11.72,25.66,87.52
2018-11-23,263.25,159.21,115.14,57.92,87.71,120.96,32.77,146.8,54.08,41.71,22.16,11.72,25.74,86.64
2018-11-22,,,,58.08,87.88,120.77,,146.56,,,22.085,,25.895,
2018-11-21,265.02,160.37,115.02,58.13,88.025,120.545,32.84,146.055,54.28,41.74,22.255,11.75,25.83,92.16
2018-11-20,264.12,159.16,115.06,57.7,87.565,120.435,32.67,144.525,53.46,40.82,21.98,11.72,25.695,90.16
2018-11-19,269.1,162.06,115.02,58.05,88.44,120.335,32.84,144.885,54.46,41.58,22.24,11.73,25.915,97.12
2018-11-16,273.73,167.5,114.7,57.98,88.445,120.495,33,145.635,54.7,43.67,22.38,11.7,25.59,96.56
2018-11-15,273.02,168.09,114.04,57.54,88.47,120.66,32.65,145.69,54.66,43.84,22.435,11.62,25.5,95.84
2018-11-14,270.2,165.2,114.09,57.16,89.23,120.54,32.37,145.585,54.34,42.59,22.785,11.61,25.065,95.6
2018-11-13,272.06,166.47,114.02,56.85,89.22,120.655,32.12,146.145,54.15,43.11,22.92,11.51,25.035,93.52
2018-11-12,272.57,166.33,114.09,56.9,89.305,120.705,32.2,146.185,54.35,42.76,22.735,11.51,24.8475,99.84
2018-11-09,277.76,171.52,113.35,57.24,89.455,120.785,32.49,146.68,55.1,44.3756,22.915,11.6,24.9525,101.6
2018-11-08,280.5,174.46,112.51,58,89.67,120.615,32.59,146.75,55.66,45.24,23.015,11.72,25.37,102.72
2018-11-07,281.01,175.58,112.52,58.3,89.9,120.75,32.94,147.28,56.02,45.96,22.98,11.75,25.5,104.48
2018-11-06,275.12,170.24,112.37,57.87,89.715,120.755,32.79,146.66,55.44,44.83,22.725,11.75,25.375,105.44
2018-11-05,273.39,168.96,112.44,57.81,89.72,120.93,32.73,147.325,54.82,44.82,22.79,11.8,25.555,106.4
2018-11-02,271.89,169.38,112,57.33,89.635,120.99,32.62,147.465,55.02,45.48,22.795,11.82,25.95,106.48
2018-11-01,273.51,172.06,113.41,57,89.57,120.915,32.45,146.69,54.71,44.72,22.77,11.82,25.07,107.68
2018-10-31,270.63,169.82,113.58,56.47,89.28,120.9,32.26,146.18,54.84,42.58,22.66,11.67,24.575,110.32
2018-10-30,267.77,165.92,114.16,56.82,89.455,120.8,32.46,145.695,54.31,41.52,22.295,11.73,24.8275,112.24
2018-10-29,263.86,163.23,114.73,56.96,89.745,121.065,32.4,146.77,53.47,40.49,22.3,11.78,25.375,112.88
2018-10-26,265.33,166.66,114.99,57.09,89.87,120.855,32.68,145.775,53.97,40.9,22.09,11.82,25.385,114.64
2018-10-25,270.08,171.06,114.3,57.04,89.85,120.6,32.52,145.36,54.67,41.23,22.24,11.8,25.655,113.68
2018-10-24,265.32,165.34,114.78,57.08,89.85,120.34,32.4,144.315,53.87,39.39,22.125,11.81,25.485,112.4
2018-10-23,273.61,173.27,113.92,57.39,89.86,120.2,32.78,144.665,55.65,41.76,22.205,11.79,25.6,112.32
2018-10-22,275.01,173.91,113.56,57.6,90.09,120.23,32.82,145.745,56.3,41.44,22.565,11.72,25.845,117.92
2018-10-19,276.25,173.02,113.71,57.46,90.14,120.05,32.94,144.665,56.65,41.32,22.65,11.75,25.72,117.76
2018-10-18,276.4,173.18,113.96,57.64,90.345,119.85,32.82,143.555,56.53,42.1,22.625,11.75,25.45,116.48
2018-10-17,280.45,177.29,114,58.26,90.705,120.135,33.1,144.83,57.57,43.37,22.765,11.72,25.695,118.56
2018-10-16,280.4,177.22,114.68,57.99,90.695,120.085,33.06,145.465,57.61,43.63,22.83,11.75,25.74,121.52
2018-10-15,274.4,172.21,114.42,57.55,90.5,119.8,32.66,144.525,56.56,41.64,22.51,11.75,26.175,121.04
2018-10-12,275.95,174.32,114.47,57.15,90.465,119.855,32.44,144.4,56.73,42.02,22.465,11.68,26.065,120.96
2018-10-11,272.17,169.6,114.87,56.87,90.135,119.72,32.44,144.33,56.6,40.7,22.51,11.72,25.85,119.6
2018-10-10,278.3,171.73,113.49,56.66,90.605,119.845,32.26,144.965,57.64,41.1,22.97,11.44,25.805,123.04
2018-10-09,287.4,179.63,113.8,56.8,90.575,119.89,32.5,144.915,59.09,43.36,23.345,11.42,25.895,126.56
